Temperature (K)	Pressure (bar)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
297.86	63.915	16.243	0.061565	11.645	12.039	54.772	46.861	274.65	278.42	0.21960	57.623	0.080958	0.00058731	5.4356	0.18397	16.227	17.402	72.779	51.642	344.83	189.62	0.97081	20.006	0.044526
297.92	64.004	16.222	0.061643	11.656	12.050	54.808	46.912	276.66	277.55	0.22084	57.503	0.080920	0.00058002	5.4522	0.18341	16.219	17.393	72.743	51.718	348.18	189.52	0.96902	20.037	0.044728
297.98	64.094	16.202	0.061721	11.666	12.061	54.844	46.963	278.72	276.68	0.22210	57.383	0.080883	0.00057276	5.4688	0.18286	16.212	17.384	72.707	51.796	351.60	189.41	0.96722	20.069	0.044931
298.04	64.183	16.181	0.061800	11.676	12.073	54.881	47.015	280.81	275.81	0.22337	57.262	0.080848	0.00056552	5.4855	0.18230	16.205	17.375	72.671	51.873	355.08	189.31	0.96542	20.100	0.045138
298.10	64.273	16.160	0.061880	11.687	12.084	54.917	47.067	282.95	274.94	0.22465	57.141	0.080814	0.00055832	5.5023	0.18174	16.198	17.366	72.634	51.952	358.63	189.20	0.96361	20.132	0.045346
298.16	64.363	16.139	0.061960	11.697	12.096	54.954	47.121	285.12	274.06	0.22594	57.020	0.080781	0.00055114	5.5193	0.18118	16.190	17.357	72.598	52.031	362.25	189.09	0.96179	20.164	0.045557
298.22	64.452	16.118	0.062041	11.707	12.107	54.990	47.175	287.35	273.19	0.22725	56.899	0.080750	0.00054399	5.5363	0.18063	16.183	17.347	72.561	52.111	365.94	188.98	0.95996	20.196	0.045771
298.28	64.542	16.097	0.062122	11.718	12.119	55.027	47.230	289.61	272.31	0.22856	56.777	0.080719	0.00053687	5.5534	0.18007	16.176	17.338	72.524	52.191	369.71	188.88	0.95812	20.229	0.045987
298.35	64.632	16.076	0.062204	11.728	12.130	55.064	47.286	291.93	271.42	0.22989	56.655	0.080691	0.00052978	5.5707	0.17951	16.168	17.329	72.487	52.273	373.55	188.77	0.95628	20.262	0.046206
298.41	64.721	16.055	0.062287	11.739	12.142	55.101	47.343	294.29	270.54	0.23123	56.533	0.080663	0.00052272	5.5880	0.17895	16.161	17.319	72.450	52.355	377.47	188.66	0.95443	20.295	0.046427
298.47	64.811	16.033	0.062370	11.749	12.154	55.139	47.400	296.70	269.65	0.23258	56.411	0.080637	0.00051569	5.6055	0.17840	16.153	17.309	72.413	52.438	381.47	188.55	0.95257	20.328	0.046651
298.53	64.900	16.012	0.062454	11.760	12.165	55.176	47.459	299.16	268.76	0.23395	56.288	0.080612	0.00050869	5.6230	0.17784	16.146	17.300	72.375	52.521	385.56	188.43	0.95070	20.362	0.046878
298.59	64.990	15.990	0.062538	11.771	12.177	55.213	47.519	301.67	267.87	0.23532	56.165	0.080589	0.00050172	5.6407	0.17728	16.138	17.290	72.337	52.606	389.73	188.32	0.94882	20.396	0.047109
298.65	65.080	15.968	0.062624	11.781	12.189	55.251	47.579	304.24	266.97	0.23671	56.041	0.080568	0.00049477	5.6585	0.17672	16.130	17.280	72.299	52.691	394.00	188.21	0.94693	20.430	0.047342
298.71	65.169	15.947	0.062710	11.792	12.201	55.289	47.641	306.86	266.07	0.23812	55.917	0.080547	0.00048786	5.6764	0.17617	16.122	17.270	72.261	52.777	398.35	188.10	0.94504	20.464	0.047578
298.77	65.259	15.925	0.062796	11.803	12.213	55.326	47.703	309.54	265.17	0.23953	55.793	0.080529	0.00048097	5.6945	0.17561	16.115	17.261	72.222	52.863	402.81	187.98	0.94313	20.499	0.047817
298.83	65.349	15.902	0.062883	11.814	12.224	55.364	47.767	312.28	264.27	0.24097	55.669	0.080512	0.00047412	5.7126	0.17505	16.107	17.251	72.184	52.951	407.36	187.86	0.94122	20.534	0.048059
298.89	65.438	15.880	0.062972	11.824	12.236	55.402	47.832	315.08	263.36	0.24241	55.544	0.080497	0.00046729	5.7309	0.17449	16.099	17.241	72.145	53.040	412.01	187.75	0.93930	20.570	0.048305
298.94	65.528	15.858	0.063060	11.835	12.248	55.441	47.897	317.94	262.45	0.24387	55.419	0.080483	0.00046050	5.7493	0.17393	16.091	17.230	72.106	53.129	416.76	187.63	0.93736	20.605	0.048554
299.00	65.617	15.835	0.063150	11.846	12.260	55.479	47.964	320.87	261.54	0.24534	55.293	0.080472	0.00045373	5.7679	0.17337	16.083	17.220	72.066	53.219	421.63	187.51	0.93542	20.641	0.048806
299.06	65.707	15.813	0.063240	11.857	12.273	55.517	48.032	323.87	260.63	0.24683	55.167	0.080462	0.00044700	5.7865	0.17282	16.074	17.210	72.027	53.311	426.61	187.39	0.93346	20.678	0.049062
299.12	65.797	15.790	0.063331	11.868	12.285	55.556	48.101	326.94	259.71	0.24833	55.041	0.080454	0.00044029	5.8053	0.17226	16.066	17.200	71.987	53.403	431.71	187.27	0.93150	20.714	0.049322
299.18	65.886	15.767	0.063423	11.879	12.297	55.595	48.171	330.07	258.79	0.24984	54.914	0.080448	0.00043362	5.8243	0.17170	16.058	17.189	71.947	53.496	436.92	187.15	0.92953	20.751	0.049585
299.24	65.976	15.744	0.063516	11.890	12.309	55.634	48.243	333.29	257.87	0.25137	54.787	0.080444	0.00042697	5.8433	0.17114	16.050	17.179	71.907	53.591	442.26	187.02	0.92754	20.789	0.049853
299.30	66.066	15.721	0.063610	11.901	12.321	55.673	48.316	336.58	256.94	0.25292	54.659	0.080442	0.00042036	5.8626	0.17057	16.041	17.168	71.866	53.686	447.74	186.90	0.92555	20.827	0.050124
299.36	66.155	15.698	0.063704	11.912	12.334	55.712	48.390	339.95	256.01	0.25448	54.531	0.080442	0.00041377	5.8819	0.17001	16.033	17.157	71.826	53.782	453.34	186.78	0.92354	20.865	0.050399
299.42	66.245	15.674	0.063799	11.923	12.346	55.752	48.465	343.41	255.08	0.25606	54.403	0.080444	0.00040722	5.9014	0.16945	16.024	17.147	71.785	53.880	459.09	186.65	0.92152	20.903	0.050678
299.48	66.334	15.651	0.063896	11.935	12.358	55.791	48.542	346.95	254.14	0.25765	54.274	0.080448	0.00040070	5.9211	0.16889	16.015	17.136	71.743	53.978	464.98	186.52	0.91949	20.942	0.050961
299.54	66.424	15.627	0.063993	11.946	12.371	55.831	48.620	350.58	253.20	0.25927	54.145	0.080455	0.00039421	5.9409	0.16832	16.007	17.125	71.702	54.078	471.02	186.39	0.91745	20.981	0.051249
299.60	66.514	15.603	0.064091	11.957	12.383	55.871	48.699	354.31	252.26	0.26089	54.015	0.080464	0.00038775	5.9609	0.16776	15.998	17.114	71.660	54.179	477.21	186.26	0.91540	21.021	0.051542
299.66	66.603	15.579	0.064190	11.969	12.396	55.911	48.780	358.13	251.31	0.26254	53.885	0.080475	0.00038132	5.9810	0.16720	15.989	17.103	71.618	54.281	483.57	186.13	0.91334	21.061	0.051839
299.71	66.693	15.555	0.064290	11.980	12.409	55.951	48.863	362.05	250.36	0.26420	53.754	0.080489	0.00037492	6.0013	0.16663	15.980	17.091	71.575	54.384	490.09	186.00	0.91126	21.102	0.052141
299.77	66.783	15.530	0.064391	11.991	12.421	55.992	48.947	366.08	249.41	0.26588	53.623	0.080505	0.00036855	6.0217	0.16607	15.971	17.080	71.533	54.489	496.80	185.86	0.90917	21.142	0.052447
299.83	66.872	15.506	0.064493	12.003	12.434	56.032	49.032	370.21	248.45	0.26758	53.491	0.080524	0.00036222	6.0423	0.16550	15.962	17.069	71.490	54.595	503.68	185.73	0.90707	21.184	0.052759
299.89	66.962	15.481	0.064596	12.014	12.447	56.073	49.119	374.46	247.49	0.26929	53.359	0.080545	0.00035592	6.0631	0.16493	15.953	17.057	71.446	54.702	510.75	185.59	0.90495	21.226	0.053076
299.95	67.051	15.456	0.064700	12.026	12.460	56.114	49.208	378.82	246.53	0.27103	53.226	0.080569	0.00034964	6.0841	0.16436	15.944	17.046	71.403	54.810	518.03	185.45	0.90282	21.268	0.053398
300.01	67.141	15.431	0.064805	12.038	12.473	56.156	49.298	383.31	245.56	0.27278	53.092	0.080596	0.00034340	6.1052	0.16379	15.934	17.034	71.359	54.921	525.50	185.31	0.90068	21.310	0.053726
300.06	67.231	15.406	0.064911	12.050	12.486	56.197	49.391	387.92	244.59	0.27456	52.958	0.080626	0.00033720	6.1266	0.16322	15.925	17.022	71.315	55.032	533.20	185.17	0.89853	21.354	0.054060
300.12	67.320	15.380	0.065018	12.061	12.499	56.239	49.485	392.67	243.61	0.27635	52.824	0.080659	0.00033102	6.1481	0.16265	15.915	17.010	71.270	55.145	541.11	185.03	0.89636	21.397	0.054400
300.18	67.410	15.355	0.065127	12.073	12.512	56.281	49.581	397.56	242.63	0.27817	52.688	0.080695	0.00032488	6.1698	0.16208	15.906	16.998	71.225	55.260	549.26	184.88	0.89417	21.441	0.054745
300.24	67.499	15.329	0.065237	12.085	12.525	56.323	49.679	402.59	241.64	0.28000	52.552	0.080735	0.00031877	6.1917	0.16151	15.896	16.986	71.180	55.376	557.66	184.74	0.89197	21.486	0.055098
300.30	67.589	15.303	0.065348	12.097	12.539	56.365	49.779	407.78	240.65	0.28186	52.416	0.080777	0.00031269	6.2138	0.16093	15.886	16.974	71.134	55.494	566.31	184.59	0.88976	21.531	0.055456
300.36	67.679	15.276	0.065460	12.109	12.552	56.408	49.881	413.12	239.66	0.28374	52.279	0.080823	0.00030665	6.2361	0.16036	15.876	16.961	71.088	55.613	575.23	184.44	0.88752	21.577	0.055822
300.41	67.768	15.250	0.065574	12.121	12.566	56.451	49.985	418.63	238.66	0.28564	52.141	0.080873	0.00030064	6.2587	0.15978	15.866	16.949	71.042	55.734	584.43	184.28	0.88528	21.623	0.056194
300.47	67.858	15.223	0.065688	12.133	12.579	56.494	50.091	424.31	237.66	0.28756	52.002	0.080926	0.00029466	6.2814	0.15920	15.856	16.936	70.995	55.858	593.93	184.13	0.88301	21.670	0.056574
300.53	67.948	15.196	0.065805	12.146	12.593	56.537	50.200	430.17	236.65	0.28951	51.863	0.080983	0.00028872	6.3044	0.15862	15.846	16.924	70.948	55.983	603.73	183.97	0.88073	21.717	0.056961
300.59	68.037	15.169	0.065922	12.158	12.606	56.581	50.311	436.23	235.64	0.29148	51.723	0.081044	0.00028281	6.3276	0.15804	15.836	16.911	70.901	56.110	613.86	183.82	0.87844	21.765	0.057356
300.64	68.127	15.142	0.066041	12.170	12.620	56.625	50.424	442.48	234.62	0.29347	51.582	0.081109	0.00027693	6.3510	0.15746	15.825	16.898	70.853	56.239	624.32	183.66	0.87612	21.814	0.057759
300.70	68.216	15.114	0.066162	12.183	12.634	56.669	50.540	448.95	233.60	0.29549	51.441	0.081178	0.00027109	6.3747	0.15687	15.815	16.885	70.804	56.370	635.14	183.49	0.87379	21.863	0.058171
300.76	68.306	15.087	0.066284	12.195	12.648	56.714	50.658	455.64	232.57	0.29754	51.298	0.081251	0.00026528	6.3986	0.15628	15.804	16.871	70.755	56.503	646.34	183.33	0.87143	21.913	0.058591
300.82	68.396	15.059	0.066407	12.208	12.662	56.758	50.780	462.56	231.53	0.29961	51.155	0.081329	0.00025951	6.4228	0.15570	15.793	16.858	70.706	56.638	657.93	183.16	0.86906	21.963	0.059021
300.87	68.485	15.030	0.066533	12.221	12.676	56.803	50.904	469.73	230.49	0.30171	51.011	0.081412	0.00025377	6.4472	0.15511	15.782	16.844	70.656	56.776	669.94	182.99	0.86667	22.014	0.059460
300.93	68.575	15.002	0.066660	12.234	12.691	56.849	51.031	477.16	229.44	0.30384	50.866	0.081500	0.00024807	6.4719	0.15451	15.771	16.831	70.606	56.916	682.39	182.82	0.86426	22.066	0.059909
300.99	68.665	14.973	0.066788	12.246	12.705	56.895	51.161	484.86	228.39	0.30600	50.720	0.081593	0.00024240	6.4969	0.15392	15.760	16.817	70.555	57.059	695.30	182.64	0.86183	22.119	0.060368
301.05	68.754	14.944	0.066918	12.259	12.719	56.941	51.294	492.85	227.33	0.30818	50.573	0.081691	0.00023677	6.5221	0.15332	15.749	16.803	70.504	57.204	708.70	182.47	0.85937	22.172	0.060838
301.10	68.844	14.914	0.067050	12.272	12.734	56.987	51.431	501.15	226.26	0.31040	50.425	0.081794	0.00023118	6.5477	0.15273	15.737	16.789	70.453	57.352	722.62	182.28	0.85690	22.226	0.061320
301.16	68.933	14.884	0.067184	12.286	12.749	57.034	51.571	509.78	225.19	0.31265	50.277	0.081904	0.00022562	6.5736	0.15212	15.725	16.774	70.400	57.503	737.09	182.10	0.85440	22.281	0.061813
301.22	69.023	14.854	0.067320	12.299	12.764	57.081	51.715	518.74	224.11	0.31493	50.127	0.082019	0.00022010	6.5997	0.15152	15.714	16.760	70.347	57.657	752.13	181.91	0.85188	22.337	0.062318
301.27	69.113	14.824	0.067458	12.312	12.778	57.129	51.862	528.08	223.02	0.31724	49.976	0.082141	0.00021461	6.6262	0.15092	15.702	16.745	70.294	57.814	767.80	181.72	0.84933	22.394	0.062836
301.33	69.202	14.793	0.067598	12.326	12.794	57.177	52.013	537.80	221.92	0.31959	49.824	0.082270	0.00020916	6.6530	0.15031	15.690	16.730	70.240	57.974	784.11	181.53	0.84676	22.451	0.063368
301.39	69.292	14.762	0.067740	12.339	12.809	57.225	52.169	547.93	220.81	0.32197	49.671	0.082405	0.00020375	6.6802	0.14970	15.678	16.715	70.185	58.137	801.13	181.33	0.84416	22.509	0.063914
301.44	69.382	14.731	0.067885	12.353	12.824	57.274	52.329	558.51	219.69	0.32439	49.516	0.082548	0.00019838	6.7077	0.14908	15.665	16.700	70.130	58.304	818.88	181.13	0.84154	22.569	0.064474
301.50	69.471	14.699	0.068031	12.367	12.839	57.323	52.494	569.55	218.57	0.32685	49.361	0.082699	0.00019304	6.7356	0.14847	15.653	16.684	70.074	58.475	837.43	180.93	0.83888	22.629	0.065051
301.56	69.561	14.667	0.068180	12.381	12.855	57.373	52.663	581.10	217.44	0.32935	49.204	0.082857	0.00018775	6.7638	0.14784	15.640	16.668	70.018	58.650	856.82	180.72	0.83620	22.690	0.065643
301.61	69.650	14.635	0.068332	12.395	12.871	57.423	52.837	593.19	216.29	0.33189	49.045	0.083024	0.00018249	6.7925	0.14722	15.627	16.652	69.961	58.828	877.11	180.51	0.83349	22.752	0.066253
301.67	69.740	14.602	0.068486	12.409	12.887	57.473	53.017	605.86	215.14	0.33446	48.886	0.083201	0.00017727	6.8216	0.14659	15.614	16.636	69.903	59.011	898.37	180.29	0.83075	22.816	0.066881
301.73	69.830	14.568	0.068642	12.423	12.903	57.525	53.202	619.14	213.97	0.33709	48.725	0.083386	0.00017210	6.8510	0.14596	15.600	16.620	69.844	59.198	920.66	180.07	0.82798	22.880	0.067529
301.78	69.919	14.535	0.068802	12.438	12.919	57.576	53.393	633.09	212.79	0.33976	48.562	0.083582	0.00016696	6.8810	0.14533	15.587	16.603	69.784	59.390	944.06	179.84	0.82517	22.946	0.068196
301.84	70.009	14.500	0.068964	12.452	12.935	57.628	53.591	647.76	211.60	0.34247	48.398	0.083788	0.00016186	6.9113	0.14469	15.573	16.586	69.724	59.587	968.67	179.61	0.82233	23.013	0.068886
301.89	70.099	14.466	0.069129	12.467	12.952	57.681	53.795	663.20	210.40	0.34524	48.232	0.084006	0.00015681	6.9422	0.14405	15.559	16.569	69.663	59.789	994.56	179.37	0.81945	23.081	0.069598
301.95	70.188	14.431	0.069297	12.482	12.969	57.735	54.006	679.49	209.18	0.34805	48.065	0.084236	0.00015179	6.9735	0.14340	15.545	16.552	69.601	59.997	1021.8	179.13	0.81654	23.150	0.070334
302.01	70.278	14.395	0.069469	12.497	12.986	57.789	54.225	696.68	207.95	0.35092	47.896	0.084479	0.00014682	7.0054	0.14275	15.531	16.534	69.538	60.210	1050.6	178.88	0.81359	23.221	0.071096
302.06	70.367	14.359	0.069644	12.513	13.003	57.843	54.451	714.86	206.70	0.35384	47.725	0.084735	0.00014189	7.0378	0.14209	15.516	16.516	69.474	60.430	1081.1	178.62	0.81059	23.294	0.071886
302.12	70.457	14.322	0.069823	12.528	13.020	57.899	54.686	734.11	205.44	0.35682	47.552	0.085007	0.00013701	7.0707	0.14143	15.501	16.497	69.409	60.656	1113.3	178.36	0.80756	23.367	0.072704
302.17	70.547	14.285	0.070005	12.544	13.038	57.955	54.930	754.54	204.16	0.35986	47.376	0.085294	0.00013217	7.1042	0.14076	15.486	16.479	69.343	60.890	1147.4	178.09	0.80448	23.443	0.073554
302.23	70.636	14.247	0.070192	12.560	13.055	58.011	55.184	776.24	202.86	0.36297	47.199	0.085598	0.00012737	7.1384	0.14009	15.470	16.460	69.276	61.130	1183.6	177.81	0.80135	23.520	0.074438
302.28	70.726	14.208	0.070382	12.576	13.073	58.069	55.448	799.35	201.55	0.36614	47.020	0.085920	0.00012262	7.1732	0.13941	15.454	16.440	69.208	61.379	1222.2	177.53	0.79818	23.599	0.075357
302.34	70.815	14.169	0.070577	12.592	13.092	58.127	55.723	824.01	200.21	0.36937	46.838	0.086262	0.00011791	7.2086	0.13872	15.438	16.421	69.138	61.636	1263.2	177.23	0.79495	23.679	0.076315
302.40	70.905	14.129	0.070777	12.608	13.110	58.187	56.010	850.37	198.86	0.37268	46.654	0.086625	0.00011326	7.2448	0.13803	15.422	16.401	69.068	61.903	1307.1	176.93	0.79167	23.762	0.077315
302.45	70.995	14.088	0.070981	12.625	13.129	58.247	56.310	878.61	197.48	0.37607	46.467	0.087011	0.00010864	7.2817	0.13733	15.405	16.380	68.996	62.179	1354.0	176.61	0.78834	23.846	0.078359
302.51	71.084	14.047	0.071190	12.642	13.148	58.308	56.623	908.94	196.08	0.37953	46.277	0.087423	0.00010408	7.3194	0.13662	15.388	16.359	68.922	62.465	1404.3	176.29	0.78495	23.933	0.079452
302.56	71.174	14.005	0.071405	12.659	13.168	58.370	56.952	941.59	194.65	0.38308	46.084	0.087862	9.9568e-05	7.3580	0.13591	15.370	16.338	68.847	62.763	1458.3	175.95	0.78149	24.022	0.080598
302.62	71.264	13.961	0.071626	12.677	13.187	58.434	57.296	976.85	193.20	0.38672	45.889	0.088332	9.5105e-05	7.3974	0.13518	15.352	16.316	68.771	63.073	1516.6	175.60	0.77798	24.114	0.081800
302.67	71.353	13.917	0.071853	12.695	13.208	58.498	57.659	1015.0	191.72	0.39044	45.689	0.088834	9.0693e-05	7.4378	0.13445	15.334	16.293	68.693	63.396	1579.5	175.24	0.77439	24.208	0.083066
302.73	71.443	13.872	0.072086	12.713	13.228	58.564	58.040	1056.5	190.21	0.39427	45.487	0.089373	8.6334e-05	7.4791	0.13371	15.315	16.270	68.613	63.734	1647.7	174.86	0.77073	24.304	0.084400
302.78	71.532	13.826	0.072327	12.732	13.249	58.631	58.443	1101.6	188.66	0.39820	45.281	0.089952	8.2028e-05	7.5215	0.13295	15.296	16.247	68.531	64.088	1721.9	174.47	0.76699	24.404	0.085809
302.84	71.622	13.779	0.072575	12.751	13.270	58.699	58.868	1151.0	187.09	0.40223	45.070	0.090576	7.7776e-05	7.5650	0.13219	15.276	16.223	68.447	64.458	1802.7	174.06	0.76317	24.507	0.087302
302.89	71.712	13.730	0.072831	12.770	13.292	58.769	59.318	1205.3	185.47	0.40639	44.856	0.091251	7.3580e-05	7.6098	0.13141	15.255	16.198	68.361	64.848	1891.2	173.63	0.75927	24.613	0.088886
302.95	71.801	13.681	0.073095	12.790	13.315	58.841	59.797	1265.0	183.82	0.41066	44.636	0.091981	6.9442e-05	7.6558	0.13062	15.234	16.172	68.273	65.258	1988.5	173.18	0.75527	24.722	0.090572
303.00	71.891	13.630	0.073369	12.810	13.337	58.914	60.306	1331.2	182.12	0.41507	44.412	0.092776	6.5363e-05	7.7032	0.12982	15.213	16.146	68.183	65.691	2095.9	172.70	0.75117	24.836	0.092373
303.06	71.981	13.577	0.073654	12.831	13.361	58.989	60.849	1404.9	180.38	0.41961	44.183	0.093642	6.1344e-05	7.7522	0.12900	15.190	16.119	68.089	66.150	2214.9	172.20	0.74697	24.954	0.094302
303.11	72.070	13.523	0.073949	12.852	13.385	59.066	61.430	1487.3	178.60	0.42430	43.947	0.094590	5.7387e-05	7.8027	0.12816	15.167	16.091	67.993	66.637	2347.7	171.67	0.74265	25.076	0.096375
303.16	72.160	13.467	0.074256	12.874	13.410	59.146	62.054	1580.1	176.76	0.42915	43.706	0.095633	5.3495e-05	7.8551	0.12731	15.143	16.062	67.894	67.156	2496.5	171.11	0.73821	25.203	0.098613
303.22	72.249	13.409	0.074577	12.896	13.435	59.228	62.725	1685.2	174.86	0.43417	43.457	0.096784	4.9669e-05	7.9093	0.12643	15.118	16.032	67.791	67.711	2664.3	170.51	0.73364	25.336	0.10104
303.27	72.339	13.349	0.074912	12.920	13.462	59.312	63.451	1805.3	172.90	0.43937	43.201	0.098064	4.5912e-05	7.9658	0.12554	15.092	16.001	67.684	68.306	2855.1	169.87	0.72893	25.475	0.10368
303.33	72.429	13.287	0.075264	12.944	13.489	59.400	64.239	1943.5	170.87	0.44476	42.937	0.099494	4.2227e-05	8.0245	0.12462	15.066	15.968	67.574	68.949	3073.6	169.19	0.72406	25.621	0.10658
303.38	72.518	13.222	0.075633	12.969	13.517	59.491	65.097	2104.2	168.78	0.45036	42.663	0.10110	3.8616e-05	8.0859	0.12367	15.037	15.934	67.458	69.646	3326.0	168.45	0.71902	25.774	0.10977
303.43	72.608	13.154	0.076023	12.994	13.546	59.585	66.038	2293.0	166.60	0.45619	42.379	0.10293	3.5082e-05	8.1503	0.12270	15.008	15.899	67.338	70.406	3620.7	167.64	0.71380	25.935	0.11331
303.49	72.698	13.083	0.076436	13.021	13.577	59.684	67.074	2517.6	164.33	0.46226	42.083	0.10502	3.1630e-05	8.2180	0.12168	14.977	15.862	67.212	71.240	3968.9	166.76	0.70837	26.106	0.11727
303.54	72.787	13.008	0.076876	13.049	13.609	59.787	68.223	2788.5	161.97	0.46860	41.775	0.10743	2.8264e-05	8.2894	0.12064	14.944	15.822	67.079	72.163	4385.9	165.80	0.70271	26.288	0.12175
303.60	72.877	12.929	0.077346	13.079	13.643	59.896	69.506	3121.2	159.49	0.47523	41.451	0.11026	2.4989e-05	8.3652	0.11954	14.910	15.781	66.939	73.193	4893.4	164.73	0.69679	26.482	0.12687
303.65	72.966	12.845	0.077851	13.110	13.678	60.011	70.953	3537.8	156.89	0.48218	41.110	0.11362	2.1810e-05	8.4461	0.11840	14.873	15.737	66.789	74.356	5523.2	163.53	0.69058	26.691	0.13280
303.70	73.056	12.755	0.078399	13.144	13.716	60.134	72.602	4072.6	154.15	0.48947	40.748	0.11768	1.8734e-05	8.5331	0.11719	14.833	15.689	66.630	75.686	6323.5	162.17	0.68404	26.918	0.13978
303.76	73.146	12.658	0.078999	13.179	13.757	60.266	74.507	4780.8	151.24	0.49715	40.361	0.12272	1.5770e-05	8.6274	0.11591	14.790	15.638	66.458	77.231	7370.9	160.61	0.67711	27.166	0.14817
303.81	73.235	12.553	0.079663	13.218	13.802	60.410	76.744	5756.1	148.13	0.50527	39.944	0.12912	1.2929e-05	8.7309	0.11454	14.743	15.582	66.270	79.067	8794.7	158.77	0.66972	27.442	0.15853
303.86	73.325	12.436	0.080411	13.261	13.850	60.568	79.434	7171.8	144.76	0.51388	39.488	0.13760	1.0224e-05	8.8461	0.11304	14.691	15.520	66.062	81.310	10831.	156.57	0.66177	27.752	0.17177
303.92	73.415	12.305	0.081271	13.309	13.905	60.746	82.775	9384.0	141.05	0.52307	38.979	0.14943	7.6721e-06	8.9773	0.11139	14.632	15.449	65.827	84.165	13958.	153.84	0.65311	28.109	0.18958
303.97	73.504	12.151	0.082296	13.364	13.969	60.953	87.135	13249.	136.86	0.53298	38.396	0.16733	5.3002e-06	9.1315	0.10951	14.562	15.367	65.554	88.031	19311.	150.26	0.64350	28.536	0.21541
304.02	73.594	11.963	0.083591	13.432	14.047	61.208	93.343	21423.	131.84	0.54385	37.690	0.19840	3.1486e-06	9.3234	0.10726	14.477	15.266	65.218	93.867	30351.	145.17	0.63250	29.076	0.25814
